Date,Open,High,Low,Close,Adj Close,Volume
2023-09-25,11.960000038146973,12.079999923706055,11.819999694824219,11.84000015258789,11.84000015258789,34412095
2023-09-26,11.819999694824219,11.960000038146973,11.600000381469727,11.65999984741211,11.65999984741211,43912124
2023-09-27,11.779999732971191,12.020000457763672,11.739999771118164,11.84000015258789,11.84000015258789,65245278
2023-09-28,11.9399995803833,11.979999542236328,11.619999885559082,11.720000267028809,11.720000267028809,53805707
2023-09-29,11.899999618530273,12.399999618530273,11.819999694824219,12.34000015258789,12.34000015258789,78531382
2023-10-03,12.100000381469727,12.180000305175781,11.899999618530273,11.979999542236328,11.979999542236328,34551749
2023-10-04,11.880000114440918,11.979999542236328,11.760000228881836,11.859999656677246,11.859999656677246,29326117
2023-10-05,11.960000038146973,11.979999542236328,11.600000381469727,11.680000305175781,11.680000305175781,34395661
2023-10-06,11.699999809265137,11.979999542236328,11.699999809265137,11.880000114440918,11.880000114440918,20332229
2023-10-09,12.0,12.119999885559082,11.5600004196167,11.9399995803833,11.9399995803833,26946882
2023-10-10,12.199999809265137,12.380000114440918,12.0600004196167,12.279999732971191,12.279999732971191,83964556
2023-10-11,12.479999542236328,12.520000457763672,12.300000190734863,12.300000190734863,12.300000190734863,78874600
2023-10-12,12.5600004196167,12.779999732971191,12.420000076293945,12.65999984741211,12.65999984741211,94611842
2023-10-13,12.399999618530273,12.760000228881836,12.399999618530273,12.600000381469727,12.600000381469727,81339936
2023-10-16,12.600000381469727,12.779999732971191,12.460000038146973,12.539999961853027,12.539999961853027,68730078
2023-10-17,12.720000267028809,13.119999885559082,12.619999885559082,13.039999961853027,13.039999961853027,118831878
2023-10-18,13.039999961853027,13.239999771118164,12.9399995803833,13.180000305175781,13.180000305175781,98780782
2023-10-19,13.180000305175781,13.640000343322754,13.039999961853027,13.579999923706055,13.579999923706055,177275255
2023-10-20,13.420000076293945,13.819999694824219,13.260000228881836,13.300000190734863,13.300000190734863,139281025
2023-10-24,13.279999732971191,13.399999618530273,12.899999618530273,12.960000038146973,12.960000038146973,117605001
