,0
0,NEM.DE
1,COF
2,006400.KS
3,UMGA.XD
4,LEA
5,KDP
6,9696.HK
7,002466
8,LIN
9,LUV
10,600028.SS
11,0386.HK
12,INTC
13,F
14,AEM.TO
15,AMZN
16,PSI.AX
17,OSK
18,N2IU.SI
19,VMC
20,WFG.TO
21,AMT
22,GIS
23,GWW
24,TXT
25,NOC
26,CAG
27,VWAGY
28,VWAGY
29,VOW3.DE
30,GGG
31,BMY
32,PEGA
33,TER
34,ESRT
35,HON
36,INVH
37,WST
38,BFH
39,ATR
40,KRC
41,STX
42,AVB
43,LH
44,CMCSA
45,LAZ
46,MBG.DE
47,KVUE
48,MAS
49,IEX
