,0
0,RDY
1,XEL
2,FTS.TO
3,SAIA
4,C
5,ESS
6,4519.T
7,J91U.SI
8,ABBV
9,HVN.AX
10,RMD
11,RMD.AX
12,FBU.NZ
13,POT.NZ
14,TAL
15,0MH6.IL
16,MTX.DE
17,300124.SZ
18,ENPH
19,FE
20,AON
21,EPI-A.ST
22,0O59.IL
23,SNY
24,PROXB.XD
25,PEB
26,WCN
27,LLOY.L
28,LYG
29,1COV.DE
30,GOB.HM
31,EQNR.OL
32,EQNR
33,BARC.L
34,BCS
35,HOLN.SW
36,MONCM.XD
37,DG.PA
38,SAF.PA
39,600809.SS
40,2327.TW
41,009150.KS
42,SSNC
43,UBI.PA
44,CMG
45,DLR
46,601628.SS
47,2628.HK
48,TIGO
49,TIGO SDB
