,0
0,ALO.PA
1,6758.T
2,SONY
3,6976.T
4,8802.T
5,8801.T
6,8830.T
7,SRGM.XD
8,0QB8.IL
9,ASML
10,BLD.AX
11,SVW.AX
12,1347.HK
13,CPG.L
14,CMPGY
15,0992.HK
16,WMT
17,TSN
18,NIMC
19,1972.HK
20,THC
21,PCG
22,JHG
23,JHG.AX
24,WSM
25,BBWI
26,CHPT
27,AMSE.XC
28,6586.T
29,SOI.PA
30,CMP
31,TATE.L
32,6324.T
33,KAR.AX
34,5BP.DU
35,G.MI
36,NICE
37,BABA
38,9988.HK
39,FMC
40,7182.T
41,ABG
42,AN
43,KMX
44,GPI
45,LAD
46,PAG
47,SAH
48,WMG
49,SDF.AX
