,0
0,SHEL.L
1,SHEL
2,BT-A.L
3,RPD
4,TNDM
5,0066.HK
6,ATUS
7,MCK
8,CTSH
9,PYPL
10,DASH
11,FTNT
12,EIX
13,HLI.AX
14,CDAY
15,EL
16,6954.T
17,FANUY
18,ORG.AX
19,2308.TW
20,OI
21,OCL.AX
22,PTC
23,LPX
24,VIV
25,ETRN
26,AGR
27,YUM
28,MPLX
29,EPD
30,GNRC
31,EQR
32,SMG
33,VRSK
34,TT
35,ESAB
36,MLM
37,SPWR
38,BLCO.TO
39,TRI.TO
40,IDXX
41,SON
42,GSK.L
43,GSK
44,CZR
45,TEL
46,GRMN
47,BLKB
48,LUMN
49,CABGY
