,0
0,603198.SS
1,002304
2,000799.SZ
3,000858.SZ
4,DLTR
5,A17U.SI
6,002129.SZ
7,6861.T
8,086790.KS
9,316140.KS
10,EDV.AX
11,000002.SZ
12,2202.HK
13,2333.HK
14,AC.PA
15,600600.SS
16,0168.HK
17,0384.HK
18,1193.HK
19,2688.HK
20,600585.SS
21,0914.HK
22,MO
23,NVAX
24,GRPFF
25,LHX
26,SAM
27,CNP
28,FTI
29,WH
30,GTLS
31,UPS
32,LECO
33,DXCM
34,FBIN
35,GNTX
36,SF
37,JPM
38,KLAC
39,BKR
40,CBRE
41,CHTR
42,0HIT.IL
43,WY
44,0916.HK
45,CVX
46,HES
47,LII
48,RSG
49,SPM.MI
