,0
0,MAERSK B
1,COP
2,COR
3,ABX.TO
4,TAP
5,PCTY
6,BALL
7,FIVN
8,TFX
9,PODD
10,NET
11,SBAC
12,LNT
13,LYV
14,MNST
15,QLYS
16,1299.HK
17,2518.HK
18,ATHM
19,ED
20,PARA
21,VNT
22,SQ2.AX
23,SQ
24,035420.KS
25,RACEM.XD
26,MQG.AX
27,CLB
28,MSI
29,COIN
30,SWKS
31,AAPL
32,TEAM
33,BWA
34,IDX.AX
35,MRO
36,CEL.AX
37,GQG.AX
38,IFL.AX
39,IRE.AX
40,LNK.AX
41,MFG.AX
42,NWL.AX
43,PEC.AX
44,PNI.AX
45,PTM
46,9433.T
47,KDDIY
48,MRNA
49,RYN
