,0
0,HMI.SG
1,DSV.CO
2,CCP.AX
3,CDNS
4,CSX
5,ROG.SW
6,RHHBY
7,WGO
8,SAND.ST
9,SDVKY
10,DB1.HM
11,T82U.SI
12,002415
13,0728.HK
14,VEA.AX
15,GNE.NZ
16,002475.SZ
17,ALV
18,ALIV-SDB.ST
19,0388.HK
20,OKTA
21,PM
22,RI.PA
23,FRVIA.PA
24,SLB
25,UNP
26,IPG
27,RF
28,CMA
29,AXP
30,T
31,0NZM.IL
32,EL.PA
33,WHC.AX
34,ISRG
35,2148.HK
36,2330.TW
37,TSM
38,300750.SZ
39,BN4.SI
40,NOKIA.HE
41,NOK
42,CWY.AX
43,HPE
44,AWC.AX
45,TCL.AX
46,LBRT
47,KEY
48,JBHT
49,SLG
