,0
0,POW.TO
1,FTRE
2,JAZZ
3,MAR
4,BKNG
5,EXPD
6,ACM
7,DKNG
8,SABR
9,SAP.TO
10,SLF.TO
11,EMN
12,ECL
13,CE
14,DHER.DE
15,DGE.L
16,DEO
17,9984.T
18,VOD.L
19,VOD
20,7532.T
21,RWE.DE
22,1216.TW
23,032830.KS
24,6383.T
25,9142.T
26,CBA.AX
27,01910
28,MNW.NZ
29,LSTR
30,9434.T
31,CHH
32,CG
33,ZBH
34,MKC
35,KMB
36,8411.T
37,MFG
38,NCLH
39,0RH5.IL
40,4922.T
41,SKM
42,G13.SI
43,8308.T
44,RHC.AX
45,600132.SS
46,0NWV.IL
47,PME.AX
48,ANZ.AX
49,IPL.XA
