,0
0,2388.HK
1,KLS.AX
2,9633.HK
3,3931.HK
4,2361.HK
5,6862.HK
6,NIO
7,9866.HK
8,DCI
9,EML.AX
10,HEI
11,BMO.TO
12,BNS.TO
13,6098.HK
14,2869.HK
15,ULTA
16,ABC.AX
17,FPH.NZ
18,MEL.NZ
19,6186.HK
20,0302.HK
21,TD.TO
22,00520
23,NXT.AX
24,EVT
25,9899.HK
