,0
0,PANW
1,CSCO
2,SPK.NZ
3,002074.SZ
4,8306.T
5,MUFG
6,L.TO
7,NUF.AX
8,TGT
9,WYNN
10,RNO.PA
11,IFX.DE
12,IFNNY
13,TJX
14,AEP
15,AB
16,MGM
17,PH
18,IMB.L
19,IMBBY
20,0ONG.IL
21,EXPN.L
22,EXPGY
23,ALV.DE
24,ALIZY
25,GN.CO
26,QQQ
27,8316.T
28,TME
29,1698.HK
30,6465.T
31,8309.T
32,SSE.L
33,XOM
34,GLEN.L
35,TECK-B.TO
36,0880.HK
37,BRK-B
38,BRK-B
39,BZ
40,2076.HK
41,FLT.AX
42,NHF.AX
43,4385.T
44,SE
45,HLUN-B.CO
46,CUV.AX
47,ALQ
48,2267.T
49,HSN.AX
