,0
0,PNR
1,MANH
2,KNIN.SW
3,HXL
4,0522.HK
5,002008.SZ
6,0288.HK
7,MSFT
8,FFIV
9,WOW.AX
10,ALD.AX
11,TLS.AX
12,MMM
13,TXN
14,PKG
15,RTX
16,DOW
17,PCAR
18,0762.HK
19,ERF.PA
20,SHW
21,MEDP
22,GE
23,0GZV.IL
24,DGX
25,FI
26,0941.HK
27,SPOT
28,CR
29,TRU
30,KNX
31,CCK
32,HCA
33,GLW
34,XRX
35,ADM
36,0883.HK
37,600938.SS
38,DHR
39,NVS
40,NOVN.SW
41,SYF
42,GPC
43,CNC
44,0QK6.IL
45,NTGYE.XD
46,ANN.AX
47,105560.KS
48,0OQV.IL
49,ORAN
