,0
0,SOL
1,ALX.AX
2,CKF.AX
3,DMP.AX
4,JBH.AX
5,LOV.AX
6,MTS.AX
7,MYR.AX
8,PMV.AX
9,WES.AX
10,CNI.AX
11,INTU
12,JCI
13,ACN
14,SGE.HM
15,SCGLY
16,0QVV.IL
17,WDAY
18,MU
19,PAYX
20,HM-B.ST
21,CTAS
22,FERG
23,SGR.AX
24,601939.SS
25,0939.HK
26,601998.SS
27,0998.HK
28,8697.T
29,PNV.AX
30,IVC.AX
31,2313.HK
32,0960.HK
33,CGC.AX
34,ORCL
35,SPLK
36,FDX
37,SIG.AX
38,472.F
39,AZO
40,OCDO.L
41,LEN
42,WELL
43,CNA.L
44,PDD
45,SJM
46,WRK
47,ITXE.XD
48,MGR.AX
49,2018.HK
