,URL_ID,Name,Sector,Analyst,Title,StarRating,Date,ParseDate
230,0P0001PQUK,Tencent Music Entertainment Group Class A,Communication Services,Ivan Su,Senior Equity Analyst,4,15/11/2023,24/11/2023
231,0P0000JWMU,Hoshizaki Corp,Industrials,Jason Kondo,Equity Analyst,3,15/11/2023,24/11/2023
232,0P0000AETU,Sumitomo Mitsui Trust Holdings Inc,Financial Services,Michael Makdad,Senior Equity Analyst,4,15/11/2023,24/11/2023
233,0P00007OUT,SSE PLC,Utilities,Tancrede Fulop,Senior Equity Analyst,4,15/11/2023,24/11/2023
234,0P00000220,Exxon Mobil Corp,Energy,Allen Good,Director,3,15/11/2023,24/11/2023
235,0P0000T29L,Glencore PLC,Basic Materials,Jon Mills,Equity Analyst,3,15/11/2023,24/11/2023
236,0P00005ROL,Teck Resources Ltd Class B (Sub Voting),Basic Materials,Jon Mills,Equity Analyst,3,15/11/2023,24/11/2023
237,0P0000INR7,SJM Holdings Ltd,Consumer Cyclical,Jennifer Song,Senior Equity Analyst,5,15/11/2023,24/11/2023
238,0P0000063T,Berkshire Hathaway Inc Class A,Financial Services,Greggory Warren,Strategist,4,15/11/2023,24/11/2023
239,0P000000RD,Berkshire Hathaway Inc Class B,Financial Services,Greggory Warren,Strategist,4,15/11/2023,24/11/2023
240,0P0001MMSG,Kanzhun Ltd ADR,Industrials,Kai Wang,Senior Equity Analyst,3,15/11/2023,24/11/2023
241,0P0001Q9O2,Kanzhun Ltd Class A,Industrials,Kai Wang,Senior Equity Analyst,3,15/11/2023,24/11/2023
242,0P00006WHX,Flight Centre Travel Group Ltd,Consumer Cyclical,Brian Han,Director,3,15/11/2023,24/11/2023
243,0P0000A11C,NIB Holdings Ltd,Financial Services,Nathan Zaia,Senior Equity Analyst,3,15/11/2023,24/11/2023
244,0P0001DJ89,Mercari Inc,Consumer Cyclical,Kazunori Ito,Director,3,15/11/2023,24/11/2023
245,0P0001BRQ3,Sea Ltd ADR,Consumer Cyclical,Kai Wang,Senior Equity Analyst,4,15/11/2023,24/11/2023
246,0P0001P8ON,H. Lundbeck AS Ordinary Shares - Class B,Healthcare,Rachel Elfman,Equity Analyst,4,15/11/2023,24/11/2023
247,0P00006WE1,Clinuvel Pharmaceuticals Ltd,Healthcare,Shane Ponraj,Analyst,3,15/11/2023,24/11/2023
248,0P00006WCP,ALS Ltd,Industrials,Mark Taylor,Senior Equity Analyst,2,14/11/2023,24/11/2023
249,0P0000E626,Yakult Honsha Co Ltd,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,3,14/11/2023,24/11/2023
250,0P00006WJY,Hansen Technologies Ltd,Technology,Roy Keulen,Analyst,1,14/11/2023,24/11/2023
251,0P00005ROI,Power Corporation of Canada Shs Subord.Voting,Financial Services,Suryansh Sharma,Equity Analyst,4,14/11/2023,24/11/2023
252,0P0001R5YM,Fortrea Holdings Inc,Healthcare,Rachel Elfman,Equity Analyst,4,14/11/2023,24/11/2023
253,0P00008XDS,Jazz Pharmaceuticals PLC,Healthcare,Rachel Elfman,Equity Analyst,4,14/11/2023,24/11/2023
254,0P000003GU,Marriott International Inc Class A,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,3,14/11/2023,24/11/2023
255,0P000004G2,Booking Holdings Inc,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,3,14/11/2023,24/11/2023
256,0P0000021P,Expeditors International of Washington Inc,Industrials,Matthew Young,Senior Equity Analyst,3,14/11/2023,24/11/2023
257,0P00008SMH,AECOM,Industrials,Krzysztof Smalec,Equity Analyst,3,14/11/2023,24/11/2023
258,0P0001KFQ3,DraftKings Inc Ordinary Shares - Class A,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,3,14/11/2023,24/11/2023
259,0P00012NEI,Sabre Corp,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,5,14/11/2023,24/11/2023
260,0P0000687W,Saputo Inc,Consumer Defensive,Erin Lash,Sector Director,3,14/11/2023,24/11/2023
261,0P0000688S,Sun Life Financial Inc,Financial Services,Suryansh Sharma,Equity Analyst,3,14/11/2023,24/11/2023
262,0P000001UT,Eastman Chemical Co,Basic Materials,Seth Goldstein,Strategist,5,14/11/2023,24/11/2023
263,0P000001V4,Ecolab Inc,Basic Materials,Seth Goldstein,Strategist,4,14/11/2023,24/11/2023
264,0P0000014X,Celanese Corp Class A,Basic Materials,Seth Goldstein,Strategist,4,14/11/2023,24/11/2023
265,0P0001B6PF,Delivery Hero SE,Consumer Cyclical,Ioannis Pontikis,Senior Equity Analyst,5,14/11/2023,24/11/2023
266,0P00007O7R,Diageo PLC,Consumer Defensive,Philip Gorham,Director,3,14/11/2023,24/11/2023
267,0P000001P8,Diageo PLC ADR,Consumer Defensive,Philip Gorham,Director,4,14/11/2023,24/11/2023
268,0P0000AEXZ,SoftBank Group Corp,Communication Services,Dan Baker,Senior Analyst,4,14/11/2023,24/11/2023
269,0P00007WPO,Vodafone Group PLC,Communication Services,Javier Correonero,Equity Analyst,5,14/11/2023,24/11/2023
270,0P000005T2,Vodafone Group PLC ADR,Communication Services,Javier Correonero,Equity Analyst,5,14/11/2023,24/11/2023
271,0P0000E9LF,Pan Pacific International Holdings Corp,Consumer Defensive,Jacky Tsang,Equity Analyst,1,14/11/2023,24/11/2023
272,0P00009QRT,RWE AG Class A,Utilities,Tancrede Fulop,Senior Equity Analyst,5,14/11/2023,24/11/2023
273,0P0000AVC6,Uni-President Enterprises Corp,Consumer Defensive,Jacky Tsang,Equity Analyst,3,14/11/2023,24/11/2023
274,0P0000O50Q,Samsung Life Insurance Co Ltd,Financial Services,Michael Makdad,Senior Equity Analyst,3,14/11/2023,24/11/2023
275,0P0000EB7A,Daifuku Co Ltd,Industrials,Jason Kondo,Equity Analyst,4,14/11/2023,24/11/2023
276,0P00018XSR,Kyushu Railway Co,Industrials,Adrian Atkins,Senior Equity Analyst,3,14/11/2023,24/11/2023
277,0P00006WEM,Commonwealth Bank of Australia,Financial Services,Nathan Zaia,Senior Equity Analyst,3,14/11/2023,24/11/2023
278,0P0000TIQY,Samsonite International SA,Consumer Cyclical,Ivan Su,Senior Equity Analyst,3,14/11/2023,24/11/2023
279,0P00007XUF,Manawa Energy Ltd,Utilities,Adrian Atkins,Senior Equity Analyst,4,14/11/2023,24/11/2023
280,0P0000038K,Landstar System Inc,Industrials,Matthew Young,Senior Equity Analyst,3,13/11/2023,24/11/2023
281,0P0001F3XF,SoftBank Corp,Communication Services,Dan Baker,Senior Analyst,2,13/11/2023,24/11/2023
282,0P00000195,Choice Hotels International Inc,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,4,13/11/2023,24/11/2023
283,0P0000W0AA,The Carlyle Group Inc,Financial Services,Greggory Warren,Strategist,3,13/11/2023,24/11/2023
284,0P0000061X,Zimmer Biomet Holdings Inc,Healthcare,Debbie Wang,Senior Equity Analyst,5,13/11/2023,24/11/2023
285,0P000003IF,McCormick & Co Inc Registered Shs Non Vtg,Consumer Defensive,Erin Lash,Sector Director,3,13/11/2023,24/11/2023
286,0P00000357,Kimberly-Clark Corp,Consumer Defensive,Erin Lash,Sector Director,4,13/11/2023,24/11/2023
287,0P0000AEWF,Mizuho Financial Group Inc,Financial Services,Michael Makdad,Senior Equity Analyst,3,13/11/2023,24/11/2023
288,0P00006SX4,Mizuho Financial Group Inc ADR,Financial Services,Michael Makdad,Senior Equity Analyst,3,13/11/2023,24/11/2023
289,0P0000XWF2,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Jaime Katz,Senior Analyst,4,13/11/2023,24/11/2023
290,0P00009WS1,Valeo SA,Consumer Cyclical,Richard Hilgert,Senior Equity Analyst,5,13/11/2023,24/11/2023
291,0P0000EGL2,KOSE Corp,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,4,13/11/2023,24/11/2023
292,0P000004RV,SK Telecom Co Ltd ADR,Communication Services,Dan Baker,Senior Analyst,4,13/11/2023,24/11/2023
293,0P0000A6FU,Genting Singapore Ltd,Consumer Cyclical,Jennifer Song,Senior Equity Analyst,4,13/11/2023,24/11/2023
294,0P0000AEXH,Resona Holdings Inc,Financial Services,Michael Makdad,Senior Equity Analyst,4,13/11/2023,24/11/2023
295,0P00006WUP,Ramsay Health Care Ltd,Healthcare,Shane Ponraj,Analyst,4,13/11/2023,24/11/2023
296,0P00007X29,Chongqing Brewery Co Ltd Class A,Consumer Defensive,Jacky Tsang,Equity Analyst,3,13/11/2023,24/11/2023
297,0P00009WP6,Schneider Electric SE,Industrials,Matthew Donen,Equity Analyst,4,13/11/2023,24/11/2023
298,0P00006WTX,Pro Medicus Ltd,Healthcare,Shane Ponraj,Analyst,1,13/11/2023,24/11/2023
299,0P00006W6R,ANZ Group Holdings Ltd,Financial Services,Nathan Zaia,Senior Equity Analyst,4,13/11/2023,24/11/2023
300,0P00006WLM,Incitec Pivot Ltd,Basic Materials,Mark Taylor,Senior Equity Analyst,4,13/11/2023,24/11/2023
301,0P0001IHZN,Topsports International Holdings Ltd,Consumer Cyclical,Ivan Su,Senior Equity Analyst,3,13/11/2023,24/11/2023
302,0P0000X4GY,Talanx AG,Financial Services,Henry Heathfield,Equity Analyst,2,13/11/2023,24/11/2023
303,0P0001NRIX,APM Human Services International Pty,Industrials,Shane Ponraj,Analyst,5,13/11/2023,24/11/2023
304,0P0000EGGL,Rakuten Group Inc,Consumer Cyclical,Kazunori Ito,Director,3,13/11/2023,24/11/2023
305,0P0000B09Y,Shinhan Financial Group Co Ltd,Financial Services,Michael Makdad,Senior Equity Analyst,5,13/11/2023,24/11/2023
306,0P00006WVZ,TPG Telecom Ltd Ordinary Shares,Communication Services,Brian Han,Director,4,13/11/2023,24/11/2023
307,0P0001AHE6,Appian Corp A,Technology,Emma Williams,Equity Analyst,3,13/11/2023,24/11/2023
308,0P000000A3,Allstate Corp,Financial Services,Brett Horn,Senior Equity Analyst,3,13/11/2023,24/11/2023
309,0P000000D5,American International Group Inc,Financial Services,Brett Horn,Senior Equity Analyst,3,13/11/2023,24/11/2023
310,0P0000001C,Chubb Ltd,Financial Services,Brett Horn,Senior Equity Analyst,3,13/11/2023,24/11/2023
311,0P000003GM,Markel Group Inc,Financial Services,Brett Horn,Senior Equity Analyst,2,13/11/2023,24/11/2023
312,0P000004H3,Progressive Corp,Financial Services,Brett Horn,Senior Equity Analyst,1,13/11/2023,24/11/2023
313,0P0000053I,The Travelers Companies Inc,Financial Services,Brett Horn,Senior Equity Analyst,4,13/11/2023,24/11/2023
314,0P000005TN,WR Berkley Corp,Financial Services,Brett Horn,Senior Equity Analyst,3,13/11/2023,24/11/2023
315,0P00017XM3,Intellia Therapeutics Inc,Healthcare,Rachel Elfman,Equity Analyst,5,10/11/2023,24/11/2023
316,0P00016WGM,Curaleaf Holdings Inc,Healthcare,Kristoffer Inton,Strategist,5,10/11/2023,24/11/2023
317,0P000080HO,Northland Power Inc,Utilities,Brett Castelli,Equity Analyst,5,10/11/2023,24/11/2023
318,0P0000681N,Emera Inc,Utilities,Andrew Bischof,Strategist,4,10/11/2023,24/11/2023
319,0P000002TG,Illinois Tool Works Inc,Industrials,David Whiston,Strategist,3,10/11/2023,24/11/2023
320,0P000005WD,Wells Fargo & Co,Financial Services,Eric Compton,Strategist,5,10/11/2023,24/11/2023
321,0P00009VJH,Aurora Cannabis Inc,Healthcare,Kristoffer Inton,Strategist,4,10/11/2023,24/11/2023
322,0P00005RVX,SNC-Lavalin Group Inc,Industrials,Krzysztof Smalec,Equity Analyst,3,10/11/2023,24/11/2023
323,0P0001NHI4,Expro Group Holdings NV,Energy,Katherine Olexa,Analyst,4,10/11/2023,24/11/2023
324,0P0001ROEL,Lithium Americas Corp,Basic Materials,Seth Goldstein,Strategist,5,10/11/2023,24/11/2023
325,0P000003LU,Mettler-Toledo International Inc,Healthcare,Julie Utterback,Senior Equity Analyst,2,10/11/2023,24/11/2023
326,0P000002AB,Franklin Resources Inc,Financial Services,Greggory Warren,Strategist,4,10/11/2023,24/11/2023
327,0P0000VW84,Phillips 66,Energy,Allen Good,Director,3,10/11/2023,24/11/2023
328,0P0000A5QU,Genmab A/S,Healthcare,Rachel Elfman,Equity Analyst,4,10/11/2023,24/11/2023
329,0P000004DY,Plug Power Inc,Industrials,Brett Castelli,Equity Analyst,4,10/11/2023,24/11/2023
330,0P000004BT,Petroleo Brasileiro SA Petrobras ADR,Energy,Allen Good,Director,3,10/11/2023,24/11/2023
331,0P0000ANQ1,Jungheinrich AG Vorz-Inhaber-Akt stimmrechtslos,Industrials,Grant Slade,Senior Equity Analyst,3,10/11/2023,24/11/2023
332,0P000000OY,Bank Bradesco SA ADR,Financial Services,Michael Miller,Equity Analyst,4,10/11/2023,24/11/2023
333,0P000004GV,Procter & Gamble Co,Consumer Defensive,Erin Lash,Sector Director,2,10/11/2023,24/11/2023
334,0P0000034A,Kellanova Co,Consumer Defensive,Erin Lash,Sector Director,5,10/11/2023,24/11/2023
335,0P000002NZ,The Hershey Co,Consumer Defensive,Erin Lash,Sector Director,3,10/11/2023,24/11/2023
336,0P000001C4,Cogent Communications Holdings Inc,Communication Services,Matthew Dolgin,Equity Analyst,3,10/11/2023,24/11/2023
337,0P0001KF9O,Li Auto Inc ADR,Consumer Cyclical,Vincent Sun,Equity Analyst,3,10/11/2023,24/11/2023
338,0P0001N1VK,Li Auto Inc Ordinary Shares - Class A,Consumer Cyclical,Vincent Sun,Equity Analyst,3,10/11/2023,24/11/2023
339,0P0000TKKF,Marathon Petroleum Corp,Energy,Allen Good,Director,3,10/11/2023,24/11/2023
340,0P0000AEXW,Shiseido Co Ltd,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,4,10/11/2023,24/11/2023
341,0P0000A6AK,Singapore Technologies Engineering Ltd,Industrials,Lorraine Tan,Regional Director,4,10/11/2023,24/11/2023
342,0P0001R0GH,Light & Wonder Inc Chess Depository Interest,Consumer Cyclical,Angus Hewitt,Equity Analyst,3,10/11/2023,24/11/2023
343,0P000004UU,Light & Wonder Inc Ordinary Shares,Consumer Cyclical,Angus Hewitt,Equity Analyst,3,10/11/2023,24/11/2023
344,0P00009S4U,Semiconductor Manufacturing International Corp,Technology,Phelix Lee,Equity Analyst,2,10/11/2023,24/11/2023
345,0P0000N8W5,Wynn Macau Ltd,Consumer Cyclical,Jennifer Song,Senior Equity Analyst,4,10/11/2023,24/11/2023
346,0P000002TH,Illumina Inc,Healthcare,Julie Utterback,Senior Equity Analyst,5,10/11/2023,24/11/2023
347,0P0000JQIF,Compagnie Financiere Richemont SA Class A,Consumer Cyclical,Jelena Sokolova,Senior Equity Analyst,4,10/11/2023,24/11/2023
348,0P0000OOR5,Canopy Growth Corp,Healthcare,Kristoffer Inton,Strategist,3,10/11/2023,24/11/2023
349,0P000002OW,Hologic Inc,Healthcare,Debbie Wang,Senior Equity Analyst,3,10/11/2023,24/11/2023
350,0P00009WE1,Credit Agricole SA,Financial Services,Johann Scholtz,Analyst,4,10/11/2023,24/11/2023
351,0P00018MTW,The Trade Desk Inc Class A,Technology,Ali Mogharabi,Senior Equity Analyst,2,10/11/2023,24/11/2023
352,0P00009QP1,Deutsche Telekom AG,Communication Services,Javier Correonero,Equity Analyst,4,10/11/2023,24/11/2023
353,0P000001P1,Deutsche Telekom AG ADR,Communication Services,Javier Correonero,Equity Analyst,4,10/11/2023,24/11/2023
354,0P0000687L,RB Global Inc,Industrials,Dawit Woldemariam,Equity Analyst,2,10/11/2023,24/11/2023
355,0P0001NYO7,Grab Holdings Inc Class A,Technology,Kai Wang,Senior Equity Analyst,4,10/11/2023,24/11/2023
356,0P00009WP3,SCOR SE Act. Prov. Regpt.,Financial Services,Henry Heathfield,Equity Analyst,4,10/11/2023,24/11/2023
357,0P000004V0,SCOR SE ADR,Financial Services,Henry Heathfield,Equity Analyst,4,10/11/2023,24/11/2023
358,0P0000TGSX,Groupon Inc,Communication Services,Ali Mogharabi,Senior Equity Analyst,4,10/11/2023,24/11/2023
359,0P0001354B,Arista Networks Inc,Technology,William Kerwin,Analyst,2,10/11/2023,24/11/2023
360,0P00009S3G,China Resources Power Holdings Co Ltd,Utilities,Chokwai Lee,Senior Equity Analyst,4,10/11/2023,24/11/2023
361,0P0001C6J6,Domain Holdings Australia Ltd Ordinary Shares,Communication Services,Roy Keulen,Analyst,2,10/11/2023,24/11/2023
362,0P00006X2Q,REA Group Ltd,Communication Services,Roy Keulen,Analyst,2,10/11/2023,24/11/2023
363,0P0000YZO0,News Corp Class A,Communication Services,Brian Han,Director,3,10/11/2023,24/11/2023
364,0P0000YZNZ,News Corp Class B,Communication Services,Brian Han,Director,3,10/11/2023,24/11/2023
365,0P0000YZNW,News Corp DR,Communication Services,Brian Han,Director,3,10/11/2023,24/11/2023
366,0P0000ZOOL,Veeva Systems Inc Class A,Healthcare,Keonhee Kim,Equity Analyst,4,10/11/2023,24/11/2023
367,0P00006846,Kinross Gold Corp,Basic Materials,Jon Mills,Equity Analyst,3,10/11/2023,24/11/2023
368,0P00001QRV,TransDigm Group Inc,Industrials,Nicolas Owens,Equity Analyst,2,10/11/2023,24/11/2023
369,0P00009Y06,BWP Trust,Real Estate,Adrian Atkins,Senior Equity Analyst,3,10/11/2023,24/11/2023
370,0P0000XQ7D,Centuria Industrial REIT,Real Estate,Adrian Atkins,Senior Equity Analyst,3,10/11/2023,24/11/2023
371,0P00011GWV,Hotel Property Investments,Real Estate,Adrian Atkins,Senior Equity Analyst,4,10/11/2023,24/11/2023
372,0P00018GY8,Waypoint REIT Ltd,Real Estate,Adrian Atkins,Senior Equity Analyst,4,10/11/2023,24/11/2023
373,0P0000AEZJ,LY Corp,Consumer Cyclical,Kazunori Ito,Director,3,10/11/2023,24/11/2023
374,0P0000UTM1,Capri Holdings Ltd,Consumer Cyclical,David Swartz,Senior Equity Analyst,3,10/11/2023,24/11/2023
375,0P000001BL,Tapestry Inc,Consumer Cyclical,David Swartz,Senior Equity Analyst,5,10/11/2023,24/11/2023
376,0P00006W8E,Amcor PLC,Consumer Cyclical,Johannes Faul,Director,5,10/11/2023,24/11/2023
377,0P0001HR5T,Amcor PLC Ordinary Shares,Consumer Cyclical,Johannes Faul,Director,5,10/11/2023,24/11/2023
378,0P0001NAQH,Toast Inc Class A,Technology,Sean Dunlop,Equity Analyst,4,10/11/2023,24/11/2023
379,0P00006WRW,Orica Ltd,Basic Materials,Mark Taylor,Senior Equity Analyst,3,09/11/2023,24/11/2023
380,0P000002M1,Hawaiian Electric Industries Inc,Utilities,Andrew Bischof,Strategist,3,09/11/2023,24/11/2023
381,0P00000412,Occidental Petroleum Corp,Energy,Katherine Olexa,Analyst,3,09/11/2023,24/11/2023
382,0P0000AEX4,Nissan Motor Co Ltd,Consumer Cyclical,Richard Hilgert,Senior Equity Analyst,5,09/11/2023,24/11/2023
383,0P000003X6,Nissan Motor Co Ltd ADR,Consumer Cyclical,Richard Hilgert,Senior Equity Analyst,5,09/11/2023,24/11/2023
384,0P00000174,Charles River Laboratories International Inc,Healthcare,Rachel Elfman,Equity Analyst,5,09/11/2023,24/11/2023
385,0P00000075,Affiliated Managers Group Inc,Financial Services,Greggory Warren,Strategist,4,09/11/2023,24/11/2023
386,0P00005RU1,Boralex Inc Class A,Utilities,Brett Castelli,Equity Analyst,4,09/11/2023,24/11/2023
387,0P000004PK,Rockwell Automation Inc,Industrials,Dawit Woldemariam,Equity Analyst,4,09/11/2023,24/11/2023
388,0P00006877,Quebecor Inc Shs -B- Subord.Voting,Communication Services,Matthew Dolgin,Equity Analyst,4,09/11/2023,24/11/2023
389,0P000005QP,VeriSign Inc,Technology,Emma Williams,Equity Analyst,3,09/11/2023,24/11/2023
390,0P0000A69D,Singapore Telecommunications Ltd,Communication Services,Dan Baker,Senior Analyst,4,09/11/2023,24/11/2023
391,0P0000AEUQ,Honda Motor Co Ltd,Consumer Cyclical,David Whiston,Strategist,3,09/11/2023,24/11/2023
392,0P000002PB,Honda Motor Co Ltd ADR,Consumer Cyclical,David Whiston,Strategist,3,09/11/2023,24/11/2023
393,0P00006800,Canadian National Railway Co,Industrials,Matthew Young,Senior Equity Analyst,3,09/11/2023,24/11/2023
394,0P0000022S,NextEra Energy Inc,Utilities,Andrew Bischof,Strategist,5,09/11/2023,24/11/2023
395,0P0001DZC9,Bloom Energy Corp Class A,Industrials,Brett Castelli,Equity Analyst,4,09/11/2023,24/11/2023
396,0P00005RO3,Canadian Tire Corp Ltd Class A,Consumer Cyclical,David Swartz,Senior Equity Analyst,4,09/11/2023,24/11/2023
397,0P00005RQQ,CI Financial Corp,Financial Services,Greggory Warren,Strategist,4,09/11/2023,24/11/2023
398,0P0001HGOO,Corteva Inc,Basic Materials,Seth Goldstein,Strategist,4,09/11/2023,24/11/2023
399,0P000005PE,Valero Energy Corp,Energy,Allen Good,Director,3,09/11/2023,24/11/2023
400,0P0000687M,Rogers Communications Inc Shs -B- Non-Voting,Communication Services,Matthew Dolgin,Equity Analyst,5,09/11/2023,24/11/2023
401,0P0000P76V,Envestnet Inc,Technology,Rajiv Bhatia,Equity Analyst,4,09/11/2023,24/11/2023
402,0P00007NYP,AstraZeneca PLC,Healthcare,Damien Conover,Sector Director,4,09/11/2023,24/11/2023
403,0P000000KB,AstraZeneca PLC ADR,Healthcare,Damien Conover,Sector Director,4,09/11/2023,24/11/2023
404,0P000000KX,Atmos Energy Corp,Utilities,Andrew Bischof,Strategist,3,09/11/2023,24/11/2023
405,0P00005RUF,Great-West Lifeco Inc,Financial Services,Suryansh Sharma,Equity Analyst,3,09/11/2023,24/11/2023
406,0P000169C4,Infrastrutture Wireless Italiane SpA,Real Estate,Javier Correonero,Equity Analyst,4,09/11/2023,24/11/2023
407,0P0000TO7V,Coloplast A/S ADR,Healthcare,Debbie Wang,Senior Equity Analyst,4,09/11/2023,24/11/2023
408,0P0000A5K4,Coloplast A/S Class B,Healthcare,Debbie Wang,Senior Equity Analyst,4,09/11/2023,24/11/2023
409,0P0000684V,Manulife Financial Corp,Financial Services,Suryansh Sharma,Equity Analyst,4,09/11/2023,24/11/2023
410,0P0000AEVQ,Meiji Holdings Co Ltd,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,4,09/11/2023,24/11/2023
411,0P00009DOA,Telecom Italia SpA,Communication Services,Javier Correonero,Equity Analyst,3,09/11/2023,24/11/2023
412,0P000005CQ,Telecom Italia SpA ADR,Communication Services,Javier Correonero,Equity Analyst,3,09/11/2023,24/11/2023
413,0P0000CK4K,Uni-President China Holdings Ltd,Consumer Defensive,Jacky Tsang,Equity Analyst,4,09/11/2023,24/11/2023
414,0P0001704L,ABN AMRO Bank NV NLDR,Financial Services,Johann Scholtz,Analyst,4,09/11/2023,24/11/2023
415,0P000002OR,HF Sinclair Corp,Energy,Allen Good,Director,3,09/11/2023,24/11/2023
416,0P0000AEVF,Kubota Corp,Industrials,Jason Kondo,Equity Analyst,4,09/11/2023,24/11/2023
417,0P000000QR,Becton Dickinson & Co,Healthcare,Alex Morozov,Regional Director,4,09/11/2023,24/11/2023
418,0P00009QR3,Merck KGaA,Healthcare,Julie Utterback,Senior Equity Analyst,4,09/11/2023,24/11/2023
419,0P0000AU7Z,Merck KGaA ADR,Healthcare,Julie Utterback,Senior Equity Analyst,4,09/11/2023,24/11/2023
420,0P0000AEVA,Kirin Holdings Co Ltd,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,4,09/11/2023,24/11/2023
421,0P00009QQ7,Henkel AG & Co KGaA,Consumer Defensive,Diana Radu,Equity Analyst,4,09/11/2023,24/11/2023
422,0P0000AYAO,Henkel AG & Co KGaA Pfd Bearer Shs Non Vtg,Consumer Defensive,Diana Radu,Equity Analyst,4,09/11/2023,24/11/2023
423,0P00009RPN,Galaxy Entertainment Group Ltd,Consumer Cyclical,Jennifer Song,Senior Equity Analyst,3,09/11/2023,24/11/2023
424,0P000090S9,National Grid PLC,Utilities,Tancrede Fulop,Senior Equity Analyst,4,09/11/2023,24/11/2023
425,0P000003SG,National Grid PLC ADR,Utilities,Tancrede Fulop,Senior Equity Analyst,4,09/11/2023,24/11/2023
426,0P00009X6Y,Arkema SA,Basic Materials,Diana Radu,Equity Analyst,4,09/11/2023,24/11/2023
427,0P0001H05M,Lyft Inc Class A,Technology,Ali Mogharabi,Senior Equity Analyst,5,09/11/2023,24/11/2023
428,0P0001L8L7,PubMatic Inc Ordinary Shares - Class A,Technology,Ali Mogharabi,Senior Equity Analyst,4,09/11/2023,24/11/2023
429,0P000000A8,Alnylam Pharmaceuticals Inc,Healthcare,Rachel Elfman,Equity Analyst,4,09/11/2023,24/11/2023
430,0P0001DHJ2,Adyen NV,Technology,Niklas Kammer,Equity Analyst,5,09/11/2023,24/11/2023
431,0P000005AS,Take-Two Interactive Software Inc,Communication Services,Michael Hodel,Director,4,09/11/2023,24/11/2023
432,0P00007OYA,Taylor Wimpey PLC,Consumer Cyclical,Grant Slade,Senior Equity Analyst,5,09/11/2023,24/11/2023
433,0P00006WQA,National Australia Bank Ltd,Financial Services,Nathan Zaia,Senior Equity Analyst,3,09/11/2023,24/11/2023
434,0P0001HARK,Nexi SpA,Technology,Niklas Kammer,Equity Analyst,5,09/11/2023,24/11/2023
435,0P00009WS3,Veolia Environnement SA,Industrials,Tancrede Fulop,Senior Equity Analyst,4,09/11/2023,24/11/2023
436,0P00009QQ2,Hannover Rueck SE,Financial Services,Henry Heathfield,Equity Analyst,3,09/11/2023,24/11/2023
437,0P0000ZRRZ,Hannover Rueck SE ADR,Financial Services,Henry Heathfield,Equity Analyst,3,09/11/2023,24/11/2023
438,0P0000A5GW,Zurich Insurance Group AG,Financial Services,Henry Heathfield,Equity Analyst,4,09/11/2023,24/11/2023
439,0P000093AA,Zurich Insurance Group AG ADR,Financial Services,Henry Heathfield,Equity Analyst,4,09/11/2023,24/11/2023
440,0P0000TGKW,MGM China Holdings Ltd,Consumer Cyclical,Jennifer Song,Senior Equity Analyst,3,09/11/2023,24/11/2023
441,0P0001MX82,Paycor HCM Inc,Technology,Emma Williams,Equity Analyst,3,09/11/2023,24/11/2023
442,0P00000059,LiveRamp Holdings Inc,Technology,Ali Mogharabi,Senior Equity Analyst,3,09/11/2023,24/11/2023
443,0P00012I1A,Magnite Inc,Communication Services,Ali Mogharabi,Senior Equity Analyst,5,09/11/2023,24/11/2023
444,0P0001MU04,EVgo Inc Class A,Consumer Cyclical,Brett Castelli,Equity Analyst,4,09/11/2023,24/11/2023
445,0P00014CDR,HubSpot Inc,Technology,Dan Romanoff,Senior Equity Analyst,3,09/11/2023,24/11/2023
446,0P000005UJ,The Walt Disney Co,Communication Services,Matthew Dolgin,Equity Analyst,5,09/11/2023,24/11/2023
447,0P00014JAF,GlobalWafers Co Ltd,Technology,Phelix Lee,Equity Analyst,3,09/11/2023,24/11/2023
448,0P0001JPRP,National Silicon Industry Group Co Ltd Class A,Technology,Phelix Lee,Equity Analyst,1,09/11/2023,24/11/2023
449,0P0000BQPA,Sino-American Silicon Products Inc,Technology,Phelix Lee,Equity Analyst,4,09/11/2023,24/11/2023
450,0P0000AEXK,SUMCO Corp,Technology,Phelix Lee,Equity Analyst,3,09/11/2023,24/11/2023
451,0P0000XARV,Xero Ltd,Technology,Roy Keulen,Analyst,2,09/11/2023,24/11/2023
452,0P00011FO1,Nine Entertainment Co. Holdings Ltd,Communication Services,Brian Han,Director,4,09/11/2023,24/11/2023
453,0P00006X1V,Seven West Media Ltd,Communication Services,Brian Han,Director,5,09/11/2023,24/11/2023
454,0P0000CMHW,Link Real Estate Investment Trust,Real Estate,Xinfu Lee,Equity Analyst,5,09/11/2023,24/11/2023
455,0P0000062O,eBay Inc,Consumer Cyclical,Sean Dunlop,Equity Analyst,4,09/11/2023,24/11/2023
