,0
0,IBKR
1,MCY.NZ
2,ALU.AX
3,BAP.AX
4,ELS
5,TKWYA.XD
6,ERIC
7,ERIC B
8,EW
9,PLD
10,BAC
11,LMT
12,DPZ
13,BK
14,JNJ
15,K71U.SI
16,NOD.OL
17,0241.HK
18,6618.HK
19,2192.HK
20,2158.HK
21,COH.AX
22,RIO.AX
23,RIO
24,RIO.L
25,SCHW
26,BLK
27,AJBU.SI
28,CSL.AX
29,IAG.AX
30,ARM
31,AAL.L
32,NGLOY
33,DRR.AX
34,FMG
35,ILU.AX
36,NHC.AX
37,S32.AX
38,CVS
39,ELV
40,UNH
41,WBA
42,3008.TW
43,RYM.NZ
44,WISE.L
45,PUB.PA
46,PXD
47,HRL
48,DAL
49,INFY
