,0
0,TTD
1,DTE.DE
2,DTEGY
3,RBA.TO
4,GRAB
5,SCR.PA
6,SCRYY
7,GRPN
8,ANET
9,0836.HK
10,DHG.AX
11,REA.AX
12,NWSA
13,NWSA
14,NWS.AX
15,VEEV
16,K.TO
17,TDG
18,BWP.AX
19,CIP.AX
20,HPI.AX
21,WPR.AX
22,4689.T
23,CPRI
24,TPR
25,AMC.AX
26,AMCR
27,TOST
28,ORI.AX
29,HE
30,OXY
31,7201.T
32,NSANY
33,CRL
34,MGRD
35,BLX.TO
36,ROK
37,QBR-B.TO
38,VRSN
39,Z74.SI
40,7267.T
41,HMC
42,CNR.TO
43,NEE
44,BE
45,CTC-A.TO
46,CIX.TO
47,CTVA
48,VLO
49,RCI-B.TO
