,0
0,CARL-B.CO
1,ASC.L
2,BARN.SW
3,MTZ
4,LFUS
5,DD
6,RED
7,KO
8,HUM
9,002747.SZ
10,4568.T
11,ORSTED.CO
12,7203.T
13,TM
14,FSLR
15,YUMC
16,01913
17,MCD
18,HUBG
19,TWE.AX
20,603288.SS
21,300274.SZ
22,005930.KS
23,SMSN.IL
24,000660.KS
25,OKE
26,ABEV3.SA
27,ABEV
28,AGCO
29,601012.SS
30,PAYC
31,3868.HK
32,1798.HK
33,BAS.DE
34,BASFY
35,ABI.BR
36,BUD
37,INCY
38,AMD
39,PSA
40,PEG
41,MAC
42,WEC
43,MSCI
44,STLA
45,PEAK
46,SIRI
47,JIN.AX
48,SPG
49,SYY
