,0
0,XRO.AX
1,NEC.AX
2,SWM.AX
3,0823.HK
4,EBAY
5,SMAR
6,CRON.TO
7,EXR
8,ADS.DE
9,ADDYY
10,NXST
11,BIIB
12,0H3Q.IL
13,RL
14,VST
15,TEVA
16,IAC
17,LAAC.TO
18,GIB-A.TO
19,AIR.PA
20,EADSY
21,MOS
22,NFE
23,CC3.SI
24,TRP.TO
25,CL
26,REAL
27,CON.DE
28,WBD
29,UAA
30,UAA
31,FMX
32,RBLX
33,JKHY
34,W
35,CBK.DE
36,GH
37,0O8F.IL
38,KKPNY
39,SLHN.SW
40,TOY.TO
41,VTRS
42,4452.T
43,TEFE.XC
44,TEF
45,LR.PA
46,ENGI.PA
47,0LNG.IL
48,RYLPF
49,GILD
