,0
0,IP
1,0INB.IL
2,STM
3,LKQ
4,ICLR
5,URI
6,MRK
7,ALGN
8,WPP.L
9,WPP
10,SUI
11,STAN.L
12,KIM
13,CHX
14,0XVE.IL
15,ROL
16,AMP
17,ESSITY-B.ST
18,MIN.AX
19,0Y4Q.L
20,7309.T
21,CNS
22,RWC.XA
23,BSX
24,0NPH.IL
25,MA
26,WFRD
27,ATCO-A.ST
28,C38U.SI
29,ALSN
30,BNP.XD
31,DANOY
32,ME8U.SI
33,0NQG.IL
34,0Q4U.IL
35,TNET
36,FCL.XA
37,COL.AX
38,MP1.AX
39,AR
40,U11.SI
41,ULVR.L
42,UL
43,OTIS
44,SANE.XC
45,BCDRF
46,SW.PA
47,1816.HK
48,BVI.PA
49,2331.HK
