,0
0,002460.SZ
1,002594.SZ
2,1211.HK
3,GOTO.JK
4,MPWR
5,PINS
6,VRNS
7,ETR
8,GM
9,BCH
10,CARR
11,SOFI
12,4502.T
13,RVTY
14,601288.SS
15,1288.HK
16,601328.SS
17,3328.HK
18,600036.SS
19,3968.HK
20,601398.SS
21,1398.HK
22,601658.SS
23,1658.HK
24,WDC
25,CHKP
26,SOBI.ST
27,ON
28,RCL
29,HOG
30,POR
31,CLN.SW
32,0LBF.IL
33,HSBA.L
34,HSBC
35,HAS
36,DG
37,HMN.SI
38,2454.TW
39,3105.TWO
40,ZIP.AX
41,601601.SS
42,2601.HK
43,601336.SS
44,1336.HK
45,601318.SS
46,2318.HK
47,0956.HK
48,600438.SS
49,000596.SZ
